연번,관광지명,관광지 분야,관광지 구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자
371,비양도 연평리 야영지,자연,관광지,,제주특별자치도 서귀포시 안덕면 광평리 산 79,33.341802,126.37427,709179,,펜션,,,,비양도에서만 볼 수 있는 호니토와 거대한 화산탄· 스코리아· 집괴암· 용암동굴이 해안을 따라 분포된 지질트레일이다.,064-740-6000,제주특별자치도청,2022-12-01
372,비양도 지질트레일,지질트레일,관광지,,제주특별자치도 제주시 구좌읍 종달리 4650-1,33.463033,126.831385,404264,주차장,펜션,,,60,비양도에서만 볼 수 있는 호니토와 거대한 화산탄· 스코리아· 집괴암· 용암동굴이 해안을 따라 분포된 지질트레일이다.,064-710-6041,제주특별자치도청,2022-12-01
373,비양도등대,자연,관광지,,제주특별자치도 제주시 우도면 연평리 1,33.514991,126.969282,653979,주차장,펜션,,,50,한림항과 비양도 사이를 오가는 선박과· 육지 방향에서 한림항 쪽으로 들어오는 선박들에게 항로 표지가 된다.,064-740-6000,제주특별자치도청,2022-12-01
374,비양도의 비양나무자생지,자연,관광지,,제주특별자치도 제주시 조천읍 선흘리 산 84,33.478317,126.71422,376587,,관광호텔,,,,제주특별자치도 기념물 제48호인 비양나무는 한국에서 유일하게 비양도에 분포하고 있다.,064-740-6000,제주특별자치도청,2022-12-01
375,비자림,자연,관광지,제주특별자치도 제주시 애월읍 1100로 1579-25,제주특별자치도 제주시 애월읍 광령리 산183-4,33.478317,126.71422,144548,,펜션,,,,비자림은 500~800년생 비자나무들이 자생하는 세계적으로도 희귀한 장소다. 제주특별자치도 제주시 구좌읍 평대리에 위치한다.,064-740-6000,제주특별자치도청,2022-12-01
376,비체올린,기타,관광지,,,33.3496609,126.2179652,,,,,,,비체올린은 국내최초 힐링카약파크다.,064-710-2114,제주특별자치도청,2022-12-01
377,비치미오름,오름,관광지,,제주특별자치도 제주시 애월읍 광령리 산 183-6,33.372629,126.506038,116502,,관광호텔,,,,제주특별자치도 제주시 구좌읍 송당리에 있는 기생화산. 해발 344m이며 높이는 109m이다. 비치미라는 이름은 꿩이 날아가는 모습에서 따온 이름이다.,064-740-6000,제주특별자치도청,2022-12-01
378,빌레못동굴,자연,관광지,,제주특별자치도 제주시 한경면 청수리 956-6,33.290832,126.250054,623572,주차장,게스트하우스+펜션,,,70,천연기념물 제342호로· 총길이 11·749m의 세계에서 가장 긴 동굴이다.,064-773-1950,제주청수리마을회,2022-12-01
379,빛의벙커,기타,관광지,,제주특별자치도 서귀포시 성산읍 고성리 2039-22,33.4371675,126.9039621,,,,,,,통신시설 벙커를 재생하여 거장들의 작품을 빛과 음악을 통해서 감상할 수 있다.,064-710-2114,제주특별자치도청,2022-12-01
380,뽀로로&타요테마맘파크 제주,기타,관광지,제주특별자치도 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 상창리 79,33.2968281,126.3723948,,,,,,,아이들에게 인기만점인 캐릭터 뽀로로와 타요를 만날 수 있다. 실내외 모두 체험장이 있어 비올 때도 즐길 수 있다.,064-710-2114,제주특별자치도청,2022-12-01
381,사계용머리해안(해산물),기타,관광지,제주특별자치도 서귀포시 안덕면 사계남로216번길 28,,33.2337921,126.3109307,,,,,,,용머리 해안은 서귀포 산방산 해안에 위치한다. 암석층의 모습이 마치 용의 머리 같다고 해서 붙여진 이름이다.,064-710-2114,제주특별자치도청,2022-12-01
382,사계항,자연,관광지,,제주특별자치도 제주시 일도일동 1478-8,33.513953,126.528066,13480,주차장+공중화장실(2동),펜션+관광호텔+게스트하우스,,,51,사계항은 제주특별자치도 서귀포시 안덕면 사계리에 위치한 어항이다.,064-728-4412,제주특별자치도청,2022-12-01
383,사계해변,자연,관광지,,제주특별자치도 제주시 아라1동 392-3,33.447213,126.554318,455.94,공용주차장+공중화장실+편의점+음료대 안내시설,관광호텔+펜션,,100,10,사계해변은 주변의 유명한 관광지가 많아 함께 유명해졌다. 낚시꾼들 사이에서는 제주특별자치도 남서부 연안의 감성돔 낚시터로 유명하다.,064-710-6656,제주특별자치도청,2022-12-01
384,사계해안도로,자연,관광지,제주특별자치도 제주시 516로 3041-24,제주특별자치도 제주시 아라1동 375-1,33.447621,126.554974,36.69,공용주차장+공중화장실+편의점+음료대 안내시설,관광호텔+펜션,1964-01-31,100,10,사계해안도로는 제주도의 아름다운 경치를 감상할 수 있는 해안도로 중 하나다. 송악산과 산방산을 연결한다.,064-710-6656,제주특별자치도청,2022-12-01
385,사라봉,자연,관광지,,제주특별자치도 제주시 삼양1동 1938-9,33.528933,126.589155,111.25,공중화장실,게스트하우스+호텔,,,,사라봉은 제주시 건입동에 위치한다. 제주특별자치도 시내에 위치하는 대표적인 오름으로· 별도봉과 이어져 있다.,064-740-6000,제주특별자치도청,2022-12-01
386,사라봉공원,자연,관광지,,제주특별자치도 제주시 삼양일동 1912-1,33.531941,126.590915,4335,주차장,관광호텔,,,11,사라봉 전체를 공원으로 조성하였다. 사라봉을 오르면서 일몰도 감상하고· 시내 야경을 보며 자연과 도시의 아름다움을 한번에 느낄 수 있다.,064-740-6000,제주특별자치도청,2022-12-01
387,사라오름,오름,관광지,,제주특별자치도 제주시 삼양이동 1960-4,33.525469,126.58521,21000,주차장+화장실+편의점+음료대+유도 및 안내시설,관광호텔,,1000,20,사라오름은 제주특별자치도 서귀포시 남원읍 신례리(한라산)에 위치한 명승이다.한라산 정상에서 동북쪽으로 뻗어 내린 사면부에 위치한다.,064-728-3991,제주특별자치도청,2022-12-01
388,사려니숲길,문화,관광지,,제주특별자치도 제주시 삼양삼동 2582-1,33.525355,126.578603,1830,주차장,호텔+게스트하우스,,,12,사려니숲길은 제주의 비경 31곳 중 하나로· 비자림로를 시작으로 물찻오름과 사려니 오름을 거쳐가는 삼나무가 우거진 숲길이다. 본래 숲의 모습이 많이 훼손되지 않아 트래킹을 좋아하는 여행자들이 즐겨 찾는다. 지난 2002년 유네스코가 지정한 제주특별자치도 생물권 보전지역이기도 하다.,064-740-6000,제주특별자치도청,2022-12-01
389,사려니오름,오름,관광지,,제주특별자치도 제주시 아라동 산 24-2,33.439725,126.561612,2.473,주차장,펜션,,,20,반달 모양의 말굽형 화구를 지녔다. 오름 서측에는 이름을 알 수 없는 작은 화산체가 딸려 있다.,064-740-6000,제주특별자치도청,2022-12-01
390,사진놀이터,기타,관광지,,,33.3701721,126.4819697,,,,,,,사진놀이터는 5개의 테마공간이 있으며 “사진이라는 기억공간 속에서 여행이라는 추억을 되돌아보다” 라는 컨셉으로 제작되었다. 전 연령층이 함께 체험하며· 촬영할 수 있는 참여형 전시공간이다.,064-710-2114,제주특별자치도청,2022-12-01
391,산경도예,기타,관광지,제주특별자치도 서귀포시 대정읍 서삼중로 232,제주특별자치도 서귀포시 신도리 1382-1,33.2794367,126.1918272,,,,,,,산경도예는 서귀포시 대정읍에 위치하며 제주올레 12코스에 속한다.,064-710-2114,제주특별자치도청,2022-12-01
392,산굼부리,문화,관광지,제주특별자치도 제주시 서흘1길 26,제주특별자치도 제주시 삼양일동 1775,33.528731,126.58914,218.09,,호텔+게스트하우스,,,,산굼부리는 제주특별자치도의 천연기념물 제263호로 지정됐다. '굼부리'는 화산체의 분화구를 일컫는 제주말이다.,064-740-6000,제주특별자치도청,2022-12-01
393,산방굴사,문화유적,관광지,,제주특별자치도 제주시 추자면 대서리 169,33.961664,126.292192,380.04,주차장,민박,,,45,산방굴사는 제주특별자치도 서귀포시 안덕면 사계리에 있다. 영주십이경에 포함된다.,064-740-6000,제주특별자치도청,2022-12-01
394,산방산,자연,관광지,제주특별자치도 제주시 추자면 추자로 39,제주특별자치도 제주시 추자면 대서리 147-5 수협수산물집하장,33.962456,126.295493,11634,주차장,게스트하우스+펜션,,,35,산방산은 제주특별자치도 서귀포시 안덕면에 위치한다. ‘산방’은 굴이 있는 산을 의미한다.,064-740-6000,제주특별자치도청,2022-12-01
395,산방산 수국,자연,관광지,제주특별자치도 서귀포시 산록남로 2847-37,제주특별자치도 서귀포시 상효동 산25,33.306317,126.584055,129000,공용주차장+현금결제+카드결제+화장실+유도 및 안내시설+경보 및 피난시설,관광호텔+게스트하우스,,4000,85,산방산 근처의 수국길이다. 매년 6월 중순이면 제주특별자치도 곳곳에 수국이 피어난다.,064-733-2200,상효원,2022-12-01
396,산방산 용머리해안 지질트레일A코스,지질트레일,관광지,제주특별자치도 서귀포시 남성중로 40,제주특별자치도 서귀포시 서홍동 707-5,33.239228,126.558489,123192,공용주차장+화장실+편의점+음료대+유도 및 안내시설,게스트하우스+펜션,,4000,60,용머리해안 매표소 근처 기후변화홍보관에서 출발해 용머리해안을 돌고 산방굴사까지로 4km다.,064-760-3192,제주특별자치도청,2022-12-01
397,산방산 용머리해안 지질트레일B코스,지질트레일,관광지,,제주특별자치도 서귀포시 안덕면 사계리 3578-64,33.361814,126.269489,97.81,,펜션+민박,,,,용머리해안 매표소 근처 기후변화홍보관에서 출발해 사계포구를 돌아 마을 안길을 지나며 2.5km 정도 된다.,064-740-6000,제주특별자치도청,2022-12-01
398,산방산 용머리해안 지질트레일C코스,지질트레일,관광지,,제주특별자치도 서귀포시 안덕면 사계리 3579,33.315588,126.167385,406.81,,펜션,,,,용머리해안에서 황우치 해변을 지나 화순금 모래해변으로 향하며 5.7km된다.,064-740-6000,제주특별자치도청,2022-12-01
399,산심봉,오름,관광지,,제주특별자치도 제주시 조천읍 교래리 719-10,33.427177,126.661852,950,,펜션,,100,,산심봉은 제주특별자치도 제주시 애월읍 고성리에 있다.,064-740-6000,제주특별자치도청,2022-12-01
400,산양곶자왈,자연,관광지,,제주특별자치도 서귀포시 강정동 산 1,33.230324,126.498396,13367,공용주차장+유도 및 안내시설,펜션+게스트하우스,,,10,산양곶자왈 숲길은 한경면 청수리 일대에 형성된 상록활엽수림 내에 위치한다. 총 3.5km 정도로 자연탐방로가 설치되었다.,064-760-2674,제주특별자치도청,2022-12-01
401,산지등대,기타,관광지,제주특별자치도 제주시 사라봉동길 108-1,제주특별자치도 제주시 건입동 340-2,33.521307,126.545873,,,,,,,산지등대는 오랜 역사를 지니고 있는 제주의 대표 등대 중 하나이고· 제주시 건입동에 위치한다. 제주특별자치도 북부 연안을 항해하는 선박의 지표 역할을 한다.,064-710-2114,제주특별자치도청,2022-12-01
402,산지천(산짓물공원),자연,관광지,,제주특별자치도 서귀포시 안덕면 서광리 산6-1,33.285127,126.337962,53156,주차장,펜션+게스트하우스,,,15,산지천은 동문시장에서 제주항까지 이어진다.,064-740-6000,제주특별자치도청,2022-12-01
403,산지천갤러리,예술,관광지,제주특별자치도 서귀포시 남원읍 중산간동로 7413,제주특별자치도 서귀포시 남원읍 하례리 1558,33.288099,126.606883,20257,주차장+공중화장실,펜션+리조트,,,110,산지천갤러리는 제주특별자치도 출신 작가의 사진사적 성취를 이룬 작품을 전시한다.,064-760-7811,제주특별자치도농업기술원,2022-12-01
404,산지천축제,축제/행사,관광지,제주특별자치도 서귀포시 중앙로 105,제주특별자치도 서귀포시 서홍동 440-1,33.254077,126.560149,3840,주차장+공중화장실,펜션+관광호텔,,500,30,산지천 축제는 제주의 문화와 역사를 재조명하고자 개최됐다. 볼거리· 먹거리가 다양하다.,064-760-2651,제주특별자치도청,2022-12-01
405,산지항 옛터,문화유적,관광지,제주특별자치도 서귀포시 1100로 882,제주특별자치도 서귀포시 대포동 산1-8 서귀포자연휴양림,33.311695,126.458514,87.123,주차장+공중화장실+편의점+음료대+피난시설+흡연구역,펜션+게스트하우스,,1500,200,1950년 예비검속 당시 검속자 일부가 산지항 옛터에 수장당했다.,064-738-4544,제주특별자치도 서귀포시,2022-12-01
406,산천단,자연,관광지,제주특별자치도 서귀포시 안덕면 일주서로 1836,제주특별자치도 서귀포시 안덕면 덕수리 산27,33.256753,126.322041,9304,주차장+공중화장실+안내시설,펜션,,2000,40,삼천단에는 한국에서 가장 오래된 노목인 곰솔이 있다.,064-760-4313,덕수리민속보존회,2022-12-01
407,산천단 곰솔,자연,관광지,제주특별자치도 제주시 도두항길 26,제주특별자치도 제주시 도두일동 2605-1,33.506326,126.466646,1.283,주차장+공중화장실+편의점,호텔,,400,45,산천단 곰솔은 1964년 1월 31일 천연기념물 제160호로 지정되었다.,064-712-4567,도두 오래물축제위원회,2022-12-01
408,삼각봉,오름,관광지,제주특별자치도 제주시 한림읍 한림중앙로 71-9,제주특별자치도 제주시 한림읍 한림리 887-2,33.40986,126.268046,18000,주차장+공중화장실,호텔+펜션,,6000,140,삼각봉은 한라산 관음사 코스 중 하나다. 장구목 오름과 연결된 북쪽 봉우리를 말한다. 북쪽에서 보면 바위 벼랑이 삼각추 모양으로 되어 있어 삼각봉이라 한다.,064-740-6000,제주특별자치도청,2022-12-01
